text,Score
mrs foluke abdulrazaq is a blessing to our country helping to repeatedly shape generations making sure our future is in saf,neutral
hi our sincere apologies kindly send a dm to our accessbank help twitter handle with your regis,neutral
i ll pick ice anyday anytime with the level of dexterity with which he spits out yoruba rhy,neutral
big banks know fossil fuels cause climate change but jpmorgan chase bank of america wells fargo and citibank are still,neutral
registration for the access bank lagos city marathon has commenced ceo nilayo sports management tells us why it will b,neutral
show up in style for the queen bbnaija mercyeke,neutral
heads up remember i told you guys that loans were coming well they are here in need of money to take care of urgent,neutral
another bbnaija family reunion down at,neutral
your business shouldn t be among the ones that fail take this business diagnostic test courtesy of to make s,neutral
i made a pos transaction of on september amp it failed but the money wasn t reversed till,negative
dial the customer care hotline of your bank for help so that it can be solved immediately,neutral
enabling the potential of africa s youth million young people live in sub saharan africa what challenges and opportunities d,neutral
hello afdb sponsored entrepreneurs will be paid between this month and the next w,neutral
our banks now are legal thieves atm dispensed k instead of the k i punched in,negative
mr sanders if you only were a scientist and not a bs peddler you would know that your plan is impossible with our curren,neutral
please check your dm,neutral
diamond did the unthinkable yesterday they allowed for k withdrawals,neutral
my dad was robbed off m today and you guys are bold enough to tell me you don t have cctv where,negative
i was debited after an error message appeared for a transaction i did with my mobile app,negative
when was this,neutral
good day i recharge airtime on my mtn line and i was debited help me look into it please,neutral
i have provided all the evidences and reported as you advised you are yet to refund my money nor respond t,negative
